date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country

2014-06-09 00:00:00,550000.0,4.0,2.5,2700,5100,1.0,0,0,4,1440,1260,1968,0,3946 SW Portland St,Seattle,WA 98136,USA
2014-06-09 00:00:00,599950.0,4.0,3.5,3730,15029,2.0,0,2,3,2440,1290,1991,0,24702 132nd Ct SE,Kent,WA 98042,USA
2014-06-09 00:00:00,1225000.0,4.0,2.5,2740,16007,2.0,0,0,3,2740,0,1984,0,2557 Medina Cir,Medina,WA 98039,USA
2014-06-09 00:00:00,750000.0,4.0,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0,427 27th Ave E,Seattle,WA 98112,USA
2014-06-09 00:00:00,290000.0,4.0,3.0,2390,4500,2.0,0,0,3,2390,0,1974,0,312 Wells Ave N,Renton,WA 98057,USA
2014-06-09 00:00:00,270000.0,4.0,2.75,1990,7252,1.0,0,0,3,1270,720,1999,0,2820 V Ct SE,Auburn,WA 98002,USA
2014-06-09 00:00:00,229950.0,4.0,1.75,1300,21000,1.0,0,0,4,1300,0,1969,0,32838 38th Ave S,Federal Way,WA 98001,USA
2014-06-09 00:00:00,234999.0,3.0,1.0,1330,8912,1.0,0,0,3,1330,0,1948,1994,4725 S 172nd St,SeaTac,WA 98188,USA
2014-06-09 00:00:00,265000.0,2.0,1.0,1000,31505,1.0,0,0,3,1000,0,1960,2012,32823 NE 195th St,Duvall,WA 98019,USA
2014-06-09 00:00:00,367300.0,4.0,2.75,2190,14937,2.0,0,0,3,2190,0,1993,0,4816 S 277th Pl,Auburn,WA 98001,USA
09-1225 N 41st Pl,Renton,WA 98056,USA
2014-06-16 00:00:00,284000.0,3.0,2.5,1880,6008,2.0,0,0,3,1880,0,2009,0,29700 217th Pl SE,Kent,WA 98042,USA
2014-06-16 00:00:00,852880.0,4.0,3.25,3450,6184,2.0,0,0,3,3450,0,2014,0,120 214th Pl SE,Sammamish,WA 98074,USA
2014-06-16 00:00:00,320000.0,3.0,2.25,1200,1400,3.0,0,0,3,1200,0,2005,0,10401 Holman Rd NW,Seattle,WA 98133,USA
2014-06-16 00:00:00,749995.0,4.0,3.25,3430,9870,2.0,0,0,3,3430,0,2014,0,20417 126th Ave NE,Bothell,WA 98011,USA
2014-06-16 00:00:00,468500.0,3.0,2.5,1350,1186,2.0,0,0,3,1120,230,2007,0,6724 Alonzo Ave NW,Seattle,WA 98117,USA
2014-06-16 00:00:00,492500.0,5.0,2.5,2570,9962,2.0,0,0,3,2570,0,2006,0,14206 284th Pl NE,Duvall,WA 98019,USA
2014-06-16 00:00:00,685000.0,4.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0,546 NE 103rd St,Seattle,WA 98125,USA
2014-06-16 00:00:00,542525.0,4.0,2.5,2650,5600,2.0,0,0,3,2650,0,2014,0,13516 164th Ave SE,Renton,WA 98059,USA
2014-06-16 00:00:00,435000.0,3.0,2.0,1980,2674,3.0,0,0,3,1980,0,2007,0,5451 Fauntleroy Way SW,Seattle,WA 98136,USA
2014-06-17 00:00:00,242000.0,3.0,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,11431 SE 229th St,Kent,WA 98031,USA
2014-06-17 00:00:00,325000.0,4.0,2.5,2610,7091,2.0,0,0,3,2610,0,1987,2000,33439 11th Pl SW,Federal Way,WA 98023,USA
2014-06-17 00:00:00,837700.0,5.0,2.75,3010,12611,2.0,0,0,3,3010,0,1994,0,10717 179th Ct NE,Redmond,WA 98052,USA
2014-06-17 00:00:00,210000.0,1.0,1.0,930,7129,1.0,0,0,3,930,0,1948,1994,2126 N 130th St,Seattle,WA 98133,USA
2014-06-17 00:00:00,187500.0,3.0,1.5,1180,7000,1.0,0,0,4,1180,0,1977,0,34016 33rd Ave SW,Federal Way,WA 98023,USA
2014-06-17 00:00:00,560000.0,5.0,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,USA
2014-06-17 00:00:00,272000.0,3.0,2.0,1380,7476,1.0,0,0,3,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,USA
2014-06-17 00:00:00,235000.0,3.0,1.75,1190,7280,1.0,0,0,4,1190,0,1968,0,11234 SE 320th Pl,Auburn,WA 98092,USA
2014-06-17 00:00:00,259000.0,3.0,2.0,1870,5909,1.0,0,0,3,1270,600,1986,0,11834 SE 263rd Ct,Kent,WA 98030,USA
2014-06-17 00:00:00,866059.0,5.0,3.5,3130,4797,2.0,0,0,3,2570,560,2014,0,15845 SE 44th Ct,Bellevue,WA 98006,USA
2014-06-17 00:00:00,473000.0,2.0,1.0,900,5100,1.0,0,0,4,900,0,1909,1989,7029 16th Ave NW,Seattle,WA 98117,USA
2014-06-17 00:00:00,405000.0,3.0,1.5,1880,7400,1.0,0,0,3,1480,400,1968,1997,5471 NE 200th Pl,Lake Forest Park,WA 98155,USA
2014-06-17 00:00:00,870000.0,4.0,4.25,3010,4887,2.0,0,3,4,1940,1070,1951,1996,8770 Sand Point Way NE,Seattle,WA 98115,USA
2014-06-17 00:00:00,475000.0,3.0,2.25,2280,5750,1.0,0,1,4,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,USA
2014-06-17 00:00:00,499500.0,3.0,2.5,2970,21907,2.0,0,0,3,2970,0,1998,2006,14239 183rd Ave SE,Renton,WA 98059,USA
2014-06-17 00:00:00,386000.0,2.0,2.5,1620,3196,2.0,0,0,3,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA
2014-06-17 00:00:00,458000.0,4.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,USA
2014-06-17 00:00:00,550000.0,3.0,1.75,2240,78225,2.0,0,0,5,2240,0,1976,0,15639 115th Ave SW,Vashon,WA 98070,USA
2014-06-17 00:00:00,605500.0,3.0,2.5,2830,6536,2.0,0,0,3,2830,0,1989,0,12504 NE 163rd St,Woodinville,WA 98072,USA
2014-06-17 00:00:00,421000.0,3.0,2.5,2890,21780,2.0,0,0,3,2890,0,2000,0,3717 S 189th Pl,SeaTac,WA 98188,USA
2014-06-17 00:00:00,536000.0,4.0,2.25,1990,5948,2.0,0,0,3,1990,0,1991,0,4002 258th Way SE,Issaquah,WA 98029,USA
2014-06-17 00:00:00,247200.0,3.0,1.75,1370,8719,1.0,0,0,3,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,USA
2014-06-17 00:00:00,250000.0,2.0,1.5,1088,1360,2.0,0,0,3,1088,0,1983,2009,9603 NE 121st Ln,Kirkland,WA 98034,USA
2014-06-17 00:00:00,204950.0,4.0,1.75,1740,9344,1.0,0,0,3,1180,560,1978,0,5108 SW 316th Pl,Federal Way,WA 98023,USA
2014-06-17 00:00:00,430000.0,3.0,2.0,1730,9000,1.0,0,0,3,1370,360,1978,0,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA
2014-06-17 00:00:00,250000.0,4.0,2.5,1800,8100,2.0,0,0,3,1800,0,1998,2006,22028 SE 269th St,Maple Valley,WA 98038,USA
2014-06-17 00:00:00,260000.0,3.0,1.75,1440,12888,1.0,0,2,3,1090,350,1958,2004,14710 57th Ave S,Tukwila,WA 98168,USA
2014-06-17 00:00:00,547000.0,4.0,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,USA
2014-06-17 00:00:00,379900.0,5.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA
2014-06-17 00:00:00,738500.0,3.0,2.5,2300,6009,1.0,0,0,3,2300,0,2005,0,12115 Big Leaf Way NE,Redmond,WA 98053,USA
2014-06-17 00:00:00,545000.0,4.0,2.25,2030,11585,1.0,0,0,4,1590,440,1967,0,15703 NE 54th Way,Redmond,WA 98052,USA
2014-06-17 00:00:00,342000.0,2.0,1.0,740,6180,1.0,0,0,3,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,USA
2014-06-17 00:00:00,4668000.0,5.0,6.75,9640,13068,1.0,1,4,3,4820,4820,1983,2009,5044 Butterworth Rd,Mercer Island,WA 98040,USA
2014-06-17 00:00:00,170000.0,4.0,1.0,1920,13787,1.0,0,0,4,1220,700,1966,0,17104 Military Rd S,SeaTac,WA 98188,USA
2014-06-17 00:00:00,616000.0,4.0,2.5,2490,12929,2.0,0,0,3,2490,0,1983,2009,24106 NE 6th Pl,Sammamish,WA 98074,USA
2014-06-17 00:00:00,640000.0,3.0,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994,3415 9th Ave W,Seattle,WA 98119,USA
2014-06-17 00:00:00,332000.0,3.0,2.5,1530,9406,1.0,0,0,3,1270,260,1993,0,4214 NE 2nd St,Renton,WA 98059,USA
2014-06-17 00:00:00,1010000.0,3.0,3.25,2420,1923,2.0,0,2,3,1840,580,2006,0,2010 8th Ave N,Seattle,WA 98109,USA
2014-06-17 00:00:00,380000.0,4.0,2.5,2150,37647,2.0,0,0,3,2150,0,1991,0,19504 SE 324th St,Kent,WA 98042,USA
2014-06-17 00:00:00,415000.0,4.0,2.0,1610,9600,1.0,0,0,5,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,USA
2014-06-17 00:00:00,1008000.0,4.0,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,USA
2014-06-17 00:00:00,669000.0,4.0,2.75,2700,35362,2.0,0,0,5,2700,0,1976,0,18222 NE 186th St,Woodinville,WA 98077,USA
2014-06-17 00:00:00,260000.0,3.0,1.5,1270,20700,1.0,0,0,2,1150,120,1948,0,3029 NE 178th St,Lake Forest Park,WA 98155,USA
2014-06-17 00:00:00,854000.0,4.0,2.75,3150,38865,1.0,0,0,3,2480,670,1986,0,14302-14314 174th Ave NE,Redmond,WA 98052,USA
2014-06-17 00:00:00,605000.0,3.0,2.25,2010,10760,2.0,0,0,3,2010,0,1985,0,14150 176th Ave NE,Redmond,WA 98052,USA
2014-06-17 00:00:00,320000.0,3.0,1.0,860,5060,1.5,0,0,3,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,USA
2014-06-17 00:00:00,229950.0,3.0,2.0,1410,7466,1.0,0,0,3,1410,0,1983,2009,14609 SE 195th Pl,Renton,WA 98058,USA
2014-06-17 00:00:00,255000.0,3.0,1.75,1700,7532,1.0,0,0,3,1700,0,1987,2000,27456-27498 124th Ave SE,Kent,WA 98030,USA
2014-06-17 00:00:00,1170000.0,4.0,2.5,2570,6251,2.0,0,0,3,2570,0,2000,0,1915 107th Ave SE,Bellevue,WA 98004,USA
2014-06-17 00:00:00,479000.0,2.0,2.25,1230,932,2.0,0,0,3,1020,210,2004,2003,106 24th Ave E,Seattle,WA 98112,USA
2014-06-17 00:00:00,1200000.0,4.0,3.5,4170,9748,2.0,0,0,3,4170,0,2004,2003,8264 154th Ave SE,Newcastle,WA 98059,USA
2014-06-17 00:00:00,472000.0,3.0,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA
2014-06-17 00:00:00,198000.0,3.0,1.5,1430,7347,1.0,0,0,3,820,610,1980,0,2711 SW 344th Pl,Federal Way,WA 98023,USA
2014-06-17 00:00:00,440000.0,4.0,2.0,1450,8400,1.5,0,0,4,1450,0,1962,0,14114 75th Ave NE,Kirkland,WA 98034,USA
2014-06-17 00:00:00,506000.0,3.0,1.75,2180,7700,1.0,0,0,3,1480,700,1961,2004,17922 3rd Ave NW,Shoreline,WA 98177,USA
2014-06-17 00:00:00,382500.0,4.0,2.5,2210,7079,2.0,0,0,3,2210,0,1993,0,11824 SE 203rd St,Kent,WA 98031,USA
2014-06-17 00:00:00,269500.0,2.0,1.5,1480,7276,1.0,0,0,4,940,540,1978,2000,680 Shelton Ave NE,Renton,WA 98056,USA
2014-06-17 00:00:00,560000.0,3.0,2.0,2340,3477,1.0,0,1,5,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,USA
2014-06-17 00:00:00,840000.0,4.0,3.5,3860,18334,2.0,0,0,3,3120,740,1996,0,12237 198th Ave NE,Woodinville,WA 98077,USA
2014-06-17 00:00:00,479500.0,3.0,2.75,2300,4637,2.0,0,0,3,2300,0,2008,0,34623 SE Leitz St,Snoqualmie,WA 98065,USA
2014-06-17 00:00:00,402000.0,3.0,1.5,1450,7375,1.0,0,0,3,1010,440,1968,1997,13420 121st Ave NE,Kirkland,WA 98034,USA
2014-06-17 00:00:00,549000.0,2.0,2.5,1380,953,3.0,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA
2014-06-17 00:00:00,449950.0,4.0,2.5,2470,3811,2.0,0,0,3,2470,0,1999,0,7206 Douglas Ave SE,Snoqualmie,WA 98065,USA
2014-06-17 00:00:00,493000.0,4.0,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,12039 NE 145th St,Kirkland,WA 98034,USA
2014-06-17 00:00:00,142500.0,4.0,0.75,1440,13300,1.0,0,0,3,1440,0,1948,1994,209 SW 142nd St,Burien,WA 98166,USA
2014-06-17 00:00:00,250000.0,3.0,1.75,1160,6134,1.0,0,0,3,1160,0,1998,2006,3812 I Pl NE,Auburn,WA 98002,USA
2014-06-17 00:00:00,729000.0,3.0,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988,112 10th Ave E,Seattle,WA 98102,USA
2014-06-17 00:00:00,465000.0,2.0,2.75,1430,1425,2.0,0,0,3,995,435,2006,0,224 26th Ave E,Seattle,WA 98112,USA
2014-06-17 00:00:00,465000.0,2.0,2.0,1494,19271,2.0,1,4,3,1494,0,1943,1997,12533 SW 148th St,Vashon,WA 98070,USA
2014-06-17 00:00:00,280000.0,4.0,2.25,1930,7207,1.0,0,0,4,1360,570,1988,0,25011 119th Pl SE,Kent,WA 98030,USA
2014-06-17 00:00:00,675000.0,6.0,1.75,2740,6360,1.0,0,3,3,1370,1370,1953,0,10721 Marine View Dr SW,Seattle,WA 98146,USA
2014-06-17 00:00:00,667500.0,3.0,2.0,1880,3800,1.0,0,0,5,1030,850,1927,0,7535 18th Ave NE,Seattle,WA 98115,USA
2014-06-17 00:00:00,809000.0,3.0,2.5,2590,7720,2.0,0,0,3,2590,0,1988,2000,14575 NE 57th St,Bellevue,WA 98007,USA
2014-06-17 00:00:00,400000.0,3.0,2.25,2140,11266,2.0,0,0,3,2140,0,1986,0,27818 NE 141st St,Duvall,WA 98019,USA
2014-06-17 00:00:00,310000.0,4.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001,11750 12th Ave NE,Seattle,WA 98125,USA
2014-06-17 00:00:00,435000.0,2.0,1.0,1230,3800,1.0,0,0,3,1230,0,1928,1954,3306 NE 70th St,Seattle,WA 98115,USA
2014-06-17 00:00:00,465950.0,4.0,2.5,2340,6896,2.0,0,0,3,2340,0,2001,0,463 Pasco Pl NE,Renton,WA 98059,USA
2014-06-17 00:00:00,1538000.0,3.0,2.25,2880,7599,1.0,0,2,3,1710,1170,1958,2002,1806 10th Pl W,Kirkland,WA 98033,USA
2014-06-17 00:00:00,253000.0,3.0,1.5,880,6600,1.0,0,0,5,880,0,1945,0,11457 70th Pl S,Seattle,WA 98178,USA
2014-06-17 00:00:00,330000.0,3.0,2.5,3040,7232,2.0,0,0,3,3040,0,2003,0,29678 130th Way SE,Auburn,WA 98092,USA
2014-06-17 00:00:00,554000.0,4.0,1.0,1120,7104,1.5,0,0,3,1120,0,1946,0,1212 NW 105th St,Seattle,WA 98177,USA
2014-06-17 00:00:00,350000.0,3.0,2.0,1380,3600,3.0,0,0,3,1380,0,2013,1923,600 21st Ave,Seattle,WA 98122,USA
2014-06-17 00:00:00,294999.0,4.0,2.5,1660,9760,2.0,0,0,3,1660,0,1994,0,11400-11616 SE 266th St,Kent,WA 98030,USA
2014-06-17 00:00:00,1185001.0,3.0,2.75,2500,5568,2.0,0,0,5,2500,0,1905,0,723 16th Ave E,Seattle,WA 98112,USA
2014-06-17 00:00:00,752000.0,4.0,2.5,2940,10382,2.0,0,0,4,2940,0,1991,0,14214 SE 77th St,Newcastle,WA 98059,USA
2014-06-17 00:00:00,451000.0,4.0,2.5,1670,3315,2.0,0,0,3,1670,0,2005,0,2319 NE Marion Ln,Issaquah,WA 98029,USA
2014-06-17 00:00:00,725000.0,4.0,2.75,2630,7505,2.0,0,0,3,2630,0,1994,0,13221 NE 93rd St,Redmond,WA 98052,USA
2014-06-17 00:00:00,345000.0,4.0,2.75,2250,7412,1.0,0,0,4,1480,770,1975,0,15801 SE 175th Pl,Renton,WA 98058,USA
2014-06-17 00:00:00,206000.0,3.0,1.0,1320,7000,1.0,0,0,4,1320,0,1967,0,1812 33rd St SE,Auburn,WA 98002,USA
2014-06-17 00:00:00,2027000.0,4.0,3.75,4100,22798,1.5,0,3,5,2540,1560,1934,1979,4520 E Mercer Way,Mercer Island,WA 98040,USA
2014-06-17 00:00:00,2475000.0,3.0,3.25,4340,4947,2.0,0,3,3,3060,1280,1993,0,5719 Seaview Ave NW,Seattle,WA 98107,USA

2014-06-23 00:00:00,459950.0,4.0,2.5,2000,6107,2.0,0,0,3,2000,0,2003,0,8928 NE 176th St,Bothell,WA 98011,USA
2014-06-23 00:00:00,265000.0,3.0,1.0,1620,9450,1.5,0,0,3,1620,0,1928,1954,10005 16th Ave S,Seattle,WA 98168,USA
2014-06-23 00:00:00,502000.0,6.0,2.5,2890,8122,1.0,0,0,3,1630,1260,1977,2004,2413 171 Ave SE,Bellevue,WA 98008,USA
2014-06-23 00:00:00,430000.0,3.0,1.75,1300,12731,1.0,0,0,3,1300,0,1981,2013,1429 224th Ave NE,Sammamish,WA 98074,USA
2014-06-23 00:00:00,525000.0,2.0,1.0,1080,3500,1.0,0,3,3,1080,0,1924,2011,5130 Palatine Ave N,Seattle,WA 98103,USA
2014-06-23 00:00:00,415000.0,4.0,2.5,2170,8518,1.0,0,3,3,1350,820,1955,2005,10842 Garden Pl S,Seattle,WA 98178,USA
2014-06-23 00:00:00,600000.0,3.0,2.5,2260,10153,2.0,0,0,3,2260,0,1987,2000,20322 NE 34th Ct,Sammamish,WA 98074,USA
2014-06-23 00:00:00,225000.0,3.0,1.75,1580,8820,1.0,0,0,4,1580,0,1967,0,31711 7th Pl S,Federal Way,WA 98003,USA
2014-06-23 00:00:00,300000.0,4.0,2.5,2620,4469,2.0,0,0,3,2620,0,2008,0,17001 SE 263rd St,Covington,WA 98042,USA
2014-06-23 00:00:00,491234.0,4.0,2.5,1540,1860,2.0,0,0,3,1540,0,2014,0,2520 Mulberry Walk NE,Issaquah,WA 98029,USA
2014-06-23 00:00:00,1580000.0,4.0,2.5,4570,74487,2.0,0,4,5,4570,0,1948,1985,1249 NW Elford Dr,Seattle,WA 98177,USA
2014-06-23 00:00:00,905000.0,4.0,3.25,3440,7661,2.0,0,0,3,3440,0,2006,0,1630 28th Ave NE,Issaquah,WA 98029,USA
2014-06-23 00:00:00,199950.0,5.0,2.5,1740,8750,1.0,0,0,4,1740,0,1959,0,23459 27th Ave S,Des Moines,WA 98198,USA
2014-06-23 00:00:00,450000.0,4.0,1.75,2160,4333,1.0,0,0,4,1260,900,1942,1982,8309 24th Ave NW,Seattle,WA 98117,USA
2014-06-23 00:00:00,899000.0,3.0,1.0,1480,6978,2.0,0,0,4,1480,0,1949,1985,4432 92nd Ave NE,Yarrow Point,WA 98004,USA
2014-06-23 00:00:00,649000.0,2.0,1.75,2260,280962,2.0,0,2,3,1890,370,2005,0,29836 NE Tolt Hill Rd,Carnation,WA 98014,USA
2014-06-23 00:00:00,780000.0,4.0,3.5,3910,59863,2.0,0,0,4,2490,1420,1987,0,13045 205th Pl SE,Issaquah,WA 98027,USA
2014-06-23 00:00:00,400000.0,4.0,1.75,1700,20283,1.5,0,0,3,1340,360,1965,1993,19744 324th Ave NE,Duvall,WA 98019,USA
2014-06-23 00:00:00,831500.0,5.0,2.5,4470,35124,2.5,0,0,3,4470,0,1984,0,15002 191st Ave NE,Woodinville,WA 98072,USA
2014-06-23 00:00:00,471001.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1905,0,719 N 80th St,Seattle,WA 98103,USA
2014-06-23 00:00:00,385000.0,3.0,3.25,1630,1677,3.0,0,0,3,1630,0,2007,0,353 N 105th St,Seattle,WA 98133,USA
2014-06-23 00:00:00,326000.0,3.0,1.0,1030,9834,1.0,0,0,3,1030,0,1969,2010,13110 NE 193rd Pl,Woodinville,WA 98072,USA
2014-06-23 00:00:00,335000.0,1.0,1.0,720,5100,1.0,0,0,3,720,0,1907,1983,7325 18th Ave NW,Seattle,WA 98117,USA
2014-06-23 00:00:00,320000.0,4.0,1.5,1890,43560,1.0,0,0,4,1890,0,1974,0,30841-30959 132nd Ave SE,Auburn,WA 98092,USA
2014-06-23 00:00:00,300000.0,4.0,2.5,1840,5550,2.0,0,0,3,1840,0,2004,2003,11831 SE 232nd Pl,Kent,WA 98031,USA
2014-06-23 00:00:00,269950.0,4.0,2.5,2540,8400,2.0,0,0,5,2540,0,1977,0,25209 45th Ave S,Kent,WA 98032,USA
2014-06-23 00:00:00,1220000.0,4.0,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0,2551 5th Ave N,Seattle,WA 98109,USA
2014-06-23 00:00:00,590000.0,4.0,2.5,3220,7875,1.5,0,0,4,3220,0,1966,0,16429 NE 18th St,Bellevue,WA 98008,USA
2014-06-23 00:00:00,750000.0,3.0,2.0,1820,5000,1.5,0,0,4,1720,100,1941,1998,2160 50th Ave SW,Seattle,WA 98116,USA
2014-06-23 00:00:00,239950.0,3.0,1.75,1230,9600,1.0,0,0,4,1230,0,1984,0,26119 185th Pl SE,Covington,WA 98042,USA
2014-06-23 00:00:00,215000.0,3.0,2.0,1340,8505,1.0,0,0,3,1340,0,1931,0,2730 S 146th St,SeaTac,WA 98168,USA
2014-06-23 00:00:00,165000.0,3.0,1.0,1200,13100,1.0,0,0,3,1200,0,1943,2002,14301 Interurban Ave S,Tukwila,WA 98168,USA
2014-06-23 00:00:00,261350.0,3.0,1.75,1390,18200,1.0,0,0,4,1390,0,1962,0,157 SW 313th St,Federal Way,WA 98023,USA
2014-06-23 00:00:00,569000.0,4.0,2.0,1730,3884,1.0,0,0,5,1060,670,1924,1956,720 N 46th St,Seattle,WA 98103,USA
2014-06-23 00:00:00,425000.0,3.0,2.25,1580,39189,1.0,0,0,3,1180,400,1992,0,27514 NE 31st Ct,Redmond,WA 98053,USA
2014-06-23 00:00:00,800000.0,4.0,3.0,3520,4895,1.0,0,0,3,1980,1540,1954,2005,301 NW 54th St,Seattle,WA 98107,USA
2014-06-23 00:00:00,715000.0,4.0,2.5,2650,30500,1.0,0,0,4,1680,970,1960,2001,23264 SE 54th Pl,Issaquah,WA 98029,USA
2014-06-23 00:00:00,337000.0,3.0,1.75,1310,12750,1.0,0,0,3,1310,0,1993,0,14830 203rd Ave SE,Renton,WA 98059,USA
2014-06-23 00:00:00,560000.0,4.0,2.5,2300,7989,2.0,0,0,3,2300,0,1990,2009,22912 NE 19th Dr,Sammamish,WA 98074,USA
2014-06-23 00:00:00,449500.0,3.0,2.25,1780,7280,1.0,0,2,3,1340,440,1972,2002,9413 NE 137th St,Kirkland,WA 98034,USA
2014-06-23 00:00:00,660000.0,3.0,3.25,1980,2850,3.0,0,0,3,1980,0,1987,2000,4318 Corliss Ave N,Seattle,WA 98103,USA
2014-06-23 00:00:00,685000.0,2.0,1.5,1300,1676,1.0,0,2,3,1300,0,1943,2002,1407 19th Ave,Seattle,WA 98122,USA
2014-06-23 00:00:00,905000.0,5.0,3.5,3500,10155,2.0,0,0,3,2570,930,1996,0,15563 SE 67th Pl,Bellevue,WA 98006,USA
2014-06-23 00:00:00,403500.0,3.0,1.0,1830,8004,1.0,0,0,3,1200,630,1960,2012,13337 30th Ave NE,Seattle,WA 98125,USA
2014-06-23 00:00:00,405000.0,3.0,2.25,1520,1245,3.0,0,0,3,1520,0,2004,2003,8502 Interlake Ave N,Seattle,WA 98103,USA
2014-06-23 00:00:00,385000.0,4.0,2.75,2700,37011,2.0,0,0,3,2700,0,1984,0,18901 SE 281st St,Kent,WA 98042,USA
2014-06-23 00:00:00,1700000.0,3.0,2.75,2810,18731,2.0,1,4,4,2810,0,1974,0,2860 West Lake Sammamish Pkwy NE,Redmond,WA 98052,USA
2014-06-23 00:00:00,285000.0,3.0,2.5,1660,6263,2.0,0,0,3,1660,0,2003,0,27924-27998 150th Pl SE,Kent,WA 98042,USA
2014-06-23 00:00:00,249900.0,3.0,2.0,1310,6738,1.0,0,0,4,1310,0,1990,0,19240 SE 259th Pl,Covington,WA 98042,USA
2014-06-23 00:00:00,633634.0,4.0,3.5,2960,6000,2.0,0,0,3,2960,0,2014,0,34115 SE Ash St,Snoqualmie,WA 98065,USA
2014-06-23 00:00:00,329900.0,3.0,2.5,2242,4995,2.0,0,0,3,2242,0,2011,0,Evergreen Way SE,Auburn,WA 98092,USA
2014-06-23 00:00:00,310000.0,3.0,2.5,2540,4775,2.0,0,0,3,2540,0,2006,0,21720 SE 299th Way,Kent,WA 98042,USA
2014-06-23 00:00:00,345000.0,3.0,1.5,1420,1192,2.0,0,0,3,1140,280,2008,0,1707 22nd Ave S,Seattle,WA 98144,USA
2014-06-23 00:00:00,160797.0,3.0,1.5,1270,2356,2.0,0,0,3,1270,0,2012,1912,4018 S Lilac St,Seattle,WA 98108,USA
2014-06-23 00:00:00,562500.0,3.0,2.25,1300,907,2.0,0,0,3,1000,300,2006,0,2008 Yale Ave E,Seattle,WA 98102,USA
2014-06-23 00:00:00,664950.0,5.0,3.0,3190,7081,1.0,0,2,3,1890,1300,2013,1923,7528 S Laurel St,Seattle,WA 98178,USA
2014-06-23 00:00:00,515000.0,5.0,3.25,2910,5027,2.0,0,0,3,2040,870,2013,1923,1920C SW Brandon St,Seattle,WA 98106,USA
2014-06-23 00:00:00,497000.0,3.0,2.25,1630,3817,2.0,0,0,3,1630,0,2005,0,1981 24th Ave NE,Issaquah,WA 98029,USA
2014-06-23 00:00:00,312891.0,5.0,3.0,2300,8214,2.0,0,0,3,2300,0,2013,1923,33027 47th Pl S,Federal Way,WA 98001,USA
2014-06-23 00:00:00,670000.0,3.0,2.5,3310,5300,2.0,0,2,3,2440,870,2008,0,9400 44th Ave SW,Seattle,WA 98136,USA
2014-06-23 00:00:00,362500.0,2.0,1.5,940,1768,2.0,0,0,3,940,0,2009,0,1124 29th Ave S,Seattle,WA 98144,USA
2014-06-23 00:00:00,402101.0,2.0,0.75,1020,1350,2.0,0,0,3,1020,0,2009,0,902 26th Ave S,Seattle,WA 98144,USA
2014-06-24 00:00:00,438000.0,3.0,1.75,1520,6380,1.0,0,0,3,790,730,1948,1994,2302 NE 91st St,Seattle,WA 98115,USA
2014-06-24 00:00:00,687500.0,4.0,1.75,2330,5000,1.5,0,0,4,1510,820,1929,0,7326 9th Ave NW,Seattle,WA 98117,USA
2014-06-24 00:00:00,160000.0,3.0,1.5,1010,9600,1.0,0,0,4,1010,0,1962,0,21416 13th Ave S,Des Moines,WA 98198,USA
2014-06-24 00:00:00,415000.0,3.0,1.75,1070,8000,1.0,0,0,3,1070,0,1977,2004,10908 156th Ct NE,Redmond,WA 98052,USA
2014-06-24 00:00:00,405000.0,3.0,2.5,3170,12750,2.0,0,0,3,2360,810,1995,0,29414 2nd Ave SW,Federal Way,WA 98023,USA
2014-06-24 00:00:00,880000.0,4.0,2.5,3030,3841,3.0,0,0,3,3030,0,2005,0,6709 9th Ave NW,Seattle,WA 98117,USA
